연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,법정동_코드,시,구,동,지역구별 지구대/파출소 수
63,서울청,서울동대문,장안1,파출소,02-961-4307,서울특별시 동대문구 한천로20길 9,서울특별시 동대문구 한천로20길 9,205673.0,451929.0,정좌표,1.1230106001016401e+18,새주소,서울특별시 동대문구 한천로20길 9,서울특별시 동대문구 장안동 164-9,2626.0,1123065000.0,장안1동,1123010600.0,장안동,1123010600,11,230,10600,서울특별시,동대문구,장안동,10
64,서울청,서울동대문,장안2,파출소,02-961-4308,서울특별시 동대문구  답십리로 69길 100,서울특별시 동대문구  답십리로 69길 100,206502.0,452724.0,정좌표,1.12301060010329e+18,새주소,서울특별시 동대문구 답십리로69길 100,서울특별시 동대문구 장안동 329-5,2521.0,1123066000.0,장안2동,1123010600.0,장안동,1123010600,11,230,10600,서울특별시,동대문구,장안동,10
65,서울청,서울동대문,이문,지구대,02-961-4309,서울특별시 동대문구  한천로 402,서울특별시 동대문구  한천로 402,205945.0,454920.0,정좌표,1.12301100010092e+18,새주소,서울특별시 동대문구 한천로 402,서울특별시 동대문구 이문동 92-1,2423.0,1123074000.0,이문1동,1123011000.0,이문동,1123011000,11,230,11000,서울특별시,동대문구,이문동,10
66,서울청,서울동대문,휘경,파출소,02-961-4310,서울특별시 동대문구  한천로 266,서울특별시 동대문구  한천로 266,205938.0,453598.0,정좌표,1.1230109001004302e+18,새주소,서울특별시 동대문구 한천로 266,서울특별시 동대문구 휘경동 43-267,2511.0,1123073000.0,휘경2동,1123010900.0,휘경동,1123010900,11,230,10900,서울특별시,동대문구,휘경동,10
67,서울청,서울동대문,회기,파출소,02-961-4311,서울특별시 동대문구  회기로18길 2,서울특별시 동대문구  회기로18길 2,204509.0,454309.0,정좌표,1.12301080010103e+18,새주소,서울특별시 동대문구 회기로18길 2,서울특별시 동대문구 회기동 103-46,2459.0,1123071000.0,회기동,1123010800.0,회기동,1123010800,11,230,10800,서울특별시,동대문구,회기동,10
69,서울청,서울마포,공덕,지구대,02-703-0492,서울특별시 마포구 마포대로 195-1,서울특별시 마포구 마포대로 195-1,195870.0,449950.0,정좌표,1.14401010010785e+18,새주소,서울특별시 마포구 마포대로 195-1,서울특별시 마포구 아현동 785,4118.0,1144055500.0,아현동,1144010100.0,아현동,1144010100,11,440,10100,서울특별시,마포구,아현동,7
70,서울청,서울마포,월드컵,지구대,02-373-1113,서울특별시 마포구  월드컵북로 30길 24,서울특별시 마포구  월드컵북로 30길 24,191892.0,451826.0,정좌표,1.14401250010602e+18,새주소,서울특별시 마포구 월드컵북로30길 24,서울특별시 마포구 성산동 602,3946.0,1144073000.0,성산2동,1144012500.0,성산동,1144012500,11,440,12500,서울특별시,마포구,성산동,7
71,서울청,서울마포,홍익,지구대,02-334-8150,서울특별시 마포구  양화로11길 63,서울특별시 마포구  양화로11길 63,192278.0,449957.0,정좌표,1.14401200010491e+18,새주소,서울특별시 마포구 양화로11길 63,서울특별시 마포구 서교동 491,4036.0,1144066000.0,서교동,1144012000.0,서교동,1144012000,11,440,12000,서울특별시,마포구,서교동,7
72,서울청,서울마포,용강,지구대,02-716-6391,서울특별시 마포구 토정로31길 35,서울특별시 마포구 토정로31길 35,194899.0,448924.0,정좌표,1.14401050010503e+18,새주소,서울특별시 마포구 토정로31길 35,서울특별시 마포구 용강동 503,4161.0,1144059000.0,용강동,1144010500.0,용강동,1144010500,11,440,10500,서울특별시,마포구,용강동,7
73,서울청,서울마포,상암,파출소,02-309-9525,서울특별시 마포구  매봉산로 76,서울특별시 마포구  매봉산로 76,190553.0,452892.0,정좌표,1.14401270011614e+18,새주소,서울특별시 마포구 매봉산로 76,서울특별시 마포구 상암동 1614,3927.0,1144074000.0,상암동,1144012700.0,상암동,1144012700,11,440,12700,서울특별시,마포구,상암동,7
74,서울청,서울마포,망원,파출소,02-337-5908,서울특별시 마포구  망원로2길 63,서울특별시 마포구  망원로2길 63,191336.0,450234.0,정좌표,1.14401230010398e+18,새주소,서울특별시 마포구 망원로2길 63,서울특별시 마포구 망원동 398-1,4015.0,1144069000.0,망원1동,1144012300.0,망원동,1144012300,11,440,12300,서울특별시,마포구,망원동,7
75,서울청,서울마포,연남,파출소,02-334-4974,서울특별시 마포구  연남로 4,서울특별시 마포구  연남로 4,193193.0,450898.0,정좌표,1.14401240010373e+18,새주소,서울특별시 마포구 연남로 4,서울특별시 마포구 연남동 373-20,3989.0,1144071000.0,연남동,1144012400.0,연남동,1144012400,11,440,12400,서울특별시,마포구,연남동,7
76,서울청,서울영등포,중앙,지구대,02-2118-9101,서울특별시 영등포구  영등포로46길 14,서울특별시 영등포구  영등포로46길 14,191754.0,446202.0,정좌표,1.15601040010018e+18,새주소,서울특별시 영등포구 영등포로46길 14,서울특별시 영등포구 영등포동3가 18-1,7302.0,1156053500.0,영등포동,1156010400.0,영등포동3가,1156010400,11,560,10400,서울특별시,영등포구,영등포동3가,10
77,서울청,서울영등포,여의도,지구대,02-2118-9102,서울특별시 영등포구  여의공원로 120 여의도지구대,서울특별시 영등포구  여의공원로 120 여의도지구대,193450.0,447488.0,정좌표,1.15601100010002e+18,새주소,서울특별시 영등포구 여의공원로 120,서울특별시 영등포구 여의도동 2,7243.0,1156054000.0,여의동,1156011000.0,여의도동,1156011000,11,560,11000,서울특별시,영등포구,여의도동,10
78,서울청,서울영등포,문래,지구대,02-2118-9103,서울특별시 영등포구  경인로 759,서울특별시 영등포구  경인로 759,190882.0,445712.0,정좌표,1.15601210010054e+18,새주소,서울특별시 영등포구 경인로 759,서울특별시 영등포구 문래동3가 54-2,7299.0,1156060500.0,문래동,1156012100.0,문래동3가,1156012100,11,560,12100,서울특별시,영등포구,문래동3가,10
79,서울청,서울영등포,신풍,지구대,02-2118-9104,서울특별시 영등포구 대방천로 195(신길동 3741-23),서울특별시 영등포구 대방천로 195(신길동 3741-23),192219.0,444102.0,정좌표,1.15601320013741e+18,새주소,서울특별시 영등포구 대방천로 195,서울특별시 영등포구 신길동 3741-23,7430.0,1156068000.0,신길6동,1156013200.0,신길동,1156013200,11,560,13200,서울특별시,영등포구,신길동,10
80,서울청,서울영등포,신길,지구대,02-2118-9105,서울특별시 영등포구 노량진로 11,서울특별시 영등포구 노량진로 11,193435.0,445640.0,정좌표,1.15601320014203e+18,새주소,서울특별시 영등포구 노량진로 11,서울특별시 영등포구 신길동 4203-1,7318.0,1156069000.0,신길7동,1156013200.0,신길동,1156013200,11,560,13200,서울특별시,영등포구,신길동,10
81,서울청,서울영등포,양평,파출소,02-2118-9106,서울특별시 영등포구  선유로 95,서울특별시 영등포구  선유로 95,190179.0,446726.0,정좌표,1.15601250010164e+18,새주소,서울특별시 영등포구 선유로 95,서울특별시 영등포구 양평동1가 164-22,7272.0,1156061000.0,양평1동,1156012500.0,양평동1가,1156012500,11,560,12500,서울특별시,영등포구,양평동1가,10
82,서울청,서울영등포,당산,지구대,02-2118-9107,서울특별시 영등포구  당산로 221,서울특별시 영등포구  당산로 221,191203.0,447934.0,정좌표,1.15601150010015e+18,새주소,서울특별시 영등포구 당산로 221,서울특별시 영등포구 당산동5가 15,7213.0,1156056000.0,당산2동,1156011500.0,당산동5가,1156011500,11,560,11500,서울특별시,영등포구,당산동5가,10
83,서울청,서울영등포,대림,지구대,02-2118-9108,서울특별시 영등포구  대림로23길 16-1,서울특별시 영등포구  대림로23길 16-1,190972.0,443474.0,정좌표,1.15601330010706e+18,새주소,서울특별시 영등포구 대림로23길 16-1,서울특별시 영등포구 대림동 706-8,7417.0,1156071000.0,대림2동,1156013300.0,대림동,1156013300,11,560,13300,서울특별시,영등포구,대림동,10
84,서울청,서울영등포,대림3,파출소,02-2118-9109,서울특별시 영등포구 가마산로 334,서울특별시 영등포구 가마산로 334,190790.0,444091.0,정좌표,1.15601330010775e+18,새주소,서울특별시 영등포구 가마산로 334,서울특별시 영등포구 대림동 775-2,7412.0,1156072000.0,대림3동,1156013300.0,대림동,1156013300,11,560,13300,서울특별시,영등포구,대림동,10
85,서울청,서울영등포,영등포역,파출소,02-2118-9110,서울특별시 영등포구 영신로20길 11,서울특별시 영등포구 영신로20길 11,191873.0,445921.0,정좌표,1.1560101001061806e+18,새주소,서울특별시 영등포구 영신로20길 11,서울특별시 영등포구 영등포동 618-501,7306.0,1156051500.0,영등포본동,1156010100.0,영등포동,1156010100,11,560,10100,서울특별시,영등포구,영등포동,10
86,서울청,서울성동,한양,지구대,02-2292-5975,서울특별시 성동구  사근동길 5,서울특별시 성동구  사근동길 5,203619.0,450884.0,정좌표,1.12001070010011e+18,새주소,서울특별시 성동구 사근동길 5,서울특별시 성동구 행당동 11-7,4761.0,1120055000.0,사근동,1120010700.0,행당동,1120010700,11,200,10700,서울특별시,성동구,행당동,9
87,서울청,서울성동,성수,지구대,02-463-0112,서울특별시 성동구  광나루로2길 35 성수지구대,서울특별시 성동구  광나루로2길 35 성수지구대,204812.0,449552.0,정좌표,1.1200115001029902e+18,새주소,서울특별시 성동구 광나루로2길 35,서울특별시 성동구 성수동2가 299-240,4792.0,1120069000.0,성수2가3동,1120011500.0,성수동2가,1120011500,11,200,11500,서울특별시,성동구,성수동2가,9
88,서울청,서울성동,서울숲,지구대,02-464-0113,서울특별시 성동구  성덕정길 77-2,서울특별시 성동구  성덕정길 77-2,204550.0,448423.0,정좌표,1.12001150010344e+18,새주소,서울특별시 성동구 성덕정길 77-2,서울특별시 성동구 성수동2가 344-7,4775.0,1120067000.0,성수2가1동,1120011500.0,성수동2가,1120011500,11,200,11500,서울특별시,성동구,성수동2가,9
89,서울청,서울성동,왕십리,파출소,02-2295-1241,서울특별시 성동구  마장로 205,서울특별시 성동구  마장로 205,202815.0,451598.0,정좌표,1.12001030010102e+18,새주소,서울특별시 성동구 마장로 205,서울특별시 성동구 홍익동 102-1,4706.0,1120053500.0,왕십리도선동,1120010300.0,홍익동,1120010300,11,200,10300,서울특별시,성동구,홍익동,9
90,서울청,서울성동,행당,파출소,02-2292-1812,서울특별시 성동구  행당로 89,서울특별시 성동구  행당로 89,202479.0,450572.0,정좌표,1.120010700103172e+18,새주소,서울특별시 성동구 행당로 89,서울특별시 성동구 행당동 317-1994,4713.0,1120057000.0,행당2동,1120010700.0,행당동,1120010700,11,200,10700,서울특별시,성동구,행당동,9
91,서울청,서울성동,옥수,파출소,02-2297-5898,서울특별시 성동구  독서당로 211,서울특별시 성동구  독서당로 211,201198.0,449065.0,정좌표,1.12001130010561e+18,새주소,서울특별시 성동구 독서당로 211,서울특별시 성동구 옥수동 561,4733.0,1120064500.0,옥수동,1120011300.0,옥수동,1120011300,11,200,11300,서울특별시,성동구,옥수동,9
92,서울청,서울성동,금호,파출소,02-2231-6253,서울특별시 성동구  금호로11길 2-1,서울특별시 성동구  금호로11길 2-1,201659.0,450280.0,정좌표,1.12001100010224e+18,새주소,서울특별시 성동구 금호로11길 2-1,서울특별시 성동구 금호동2가 224,4723.0,1120061500.0,금호2.3가동,1120011000.0,금호동2가,1120011000,11,200,11000,서울특별시,성동구,금호동2가,9
93,서울청,서울성동,응봉,파출소,02-2293-7480,서울특별시 성동구  독서당로 373 응봉파출소,서울특별시 성동구  독서당로 373 응봉파출소,202582.0,449725.0,정좌표,1.12001080010275e+18,새주소,서울특별시 성동구 독서당로 373,서울특별시 성동구 응봉동 275-8,4720.0,1120058000.0,응봉동,1120010800.0,응봉동,1120010800,11,200,10800,서울특별시,성동구,응봉동,9
94,서울청,서울성동,용답,파출소,02-2245-0189,서울특별시 성동구  용답중앙길 49 용답파출소,서울특별시 성동구  용답중앙길 49 용답파출소,204503.0,451390.0,정좌표,1.12001220010083e+18,새주소,서울특별시 성동구 용답중앙길 49,서울특별시 성동구 용답동 83-5,4804.0,1120079000.0,용답동,1120012200.0,용답동,1120012200,11,200,12200,서울특별시,성동구,용답동,9
95,서울청,서울동작,사당,지구대,02-811-9853,서울특별시 동작구 사당로28길 44,서울특별시 동작구 사당로28길 44,198096.0,442066.0,정좌표,1.15901070011021e+18,새주소,서울특별시 동작구 사당로28길 44,서울특별시 동작구 사당동 1021-45,7014.0,1159062000.0,사당1동,1159010700.0,사당동,1159010700,11,590,10700,서울특별시,동작구,사당동,7
96,서울청,서울동작,노량진,지구대,02-811-9813,서울특별시 동작구  등용로12나길 2,서울특별시 동작구  등용로12나길 2,194033.0,445438.0,정좌표,1.15901080010068e+18,새주소,서울특별시 동작구 등용로12나길 2,서울특별시 동작구 대방동 68-55,6932.0,1159066000.0,대방동,1159010800.0,대방동,1159010800,11,590,10800,서울특별시,동작구,대방동,7
97,서울청,서울동작,상도,지구대,02-811-9833,서울특별시 동작구  등용로 24 ,서울특별시 동작구  등용로 24 ,194289.0,444859.0,정좌표,1.15901020010363e+18,새주소,서울특별시 동작구 등용로 24,서울특별시 동작구 상도동 363-189,6937.0,1159054000.0,상도2동,1159010200.0,상도동,1159010200,11,590,10200,서울특별시,동작구,상도동,7
98,서울청,서울동작,남성,지구대,02-811-9843,서울특별시 동작구 사당로17나길 4,서울특별시 동작구 사당로17나길 4,197565.0,442437.0,정좌표,1.15901070010257e+18,새주소,서울특별시 동작구 사당로17나길 4,서울특별시 동작구 사당동 257-25,7004.0,1159064000.0,사당3동,1159010700.0,사당동,1159010700,11,590,10700,서울특별시,동작구,사당동,7
99,서울청,서울동작,흑석,지구대,02-811-9823,서울특별시 동작구 흑석로13길 13,서울특별시 동작구 흑석로13길 13,196405.0,445232.0,정좌표,1.15901050010341e+18,새주소,서울특별시 동작구 흑석로13길 13,서울특별시 동작구 흑석동 341-6,6910.0,1159060500.0,흑석동,1159010500.0,흑석동,1159010500,11,590,10500,서울특별시,동작구,흑석동,7
100,서울청,서울동작,신대방,지구대,02-811-9863,서울특별시 동작구 신대방1다길 24,서울특별시 동작구 신대방1다길 24,191613.0,442722.0,정좌표,1.15901090010719e+18,새주소,서울특별시 동작구 신대방1다길 24,서울특별시 동작구 신대방동 719-2,7074.0,1159067000.0,신대방1동,1159010900.0,신대방동,1159010900,11,590,10900,서울특별시,동작구,신대방동,7
101,서울청,서울동작,대방,파출소,02-811-9873,서울특별시 동작구 여의대방로 130,서울특별시 동작구 여의대방로 130,192907.0,444043.0,정좌표,1.15901080010417e+18,새주소,서울특별시 동작구 여의대방로 130,서울특별시 동작구 대방동 417-4,7055.0,1159066000.0,대방동,1159010800.0,대방동,1159010800,11,590,10800,서울특별시,동작구,대방동,7
102,서울청,서울광진,광나루,지구대,02-2285-7820,서울특별시 광진구 아차산로 567,서울특별시 광진구 아차산로 567,209061.0,449138.0,정좌표,1.12151040010231e+18,새주소,서울특별시 광진구 아차산로 567,서울특별시 광진구 광장동 231-1,4983.0,1121581000.0,광장동,1121510400.0,광장동,1121510400,11,215,10400,서울특별시,광진구,광장동,10
103,서울청,서울광진,화양,지구대,02-2285-7810,서울특별시 광진구  능동로17길 39 화양지구대,서울특별시 광진구  능동로17길 39 화양지구대,206235.0,449357.0,정좌표,1.12151070010122e+18,새주소,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,5010.0,1121571000.0,화양동,1121510700.0,화양동,1121510700,11,215,10700,서울특별시,광진구,화양동,10
104,서울청,서울광진,중곡1,파출소,02-2285-7830,서울특별시 광진구 능동로 385,서울특별시 광진구 능동로 385,207244.0,451274.0,정좌표,1.12151010010165e+18,새주소,서울특별시 광진구 능동로 385,서울특별시 광진구 중곡동 165-6,4909.0,1121574000.0,중곡1동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
105,서울청,서울광진,중곡2,파출소,02-2285-7840,서울특별시 광진구  능동로 346,서울특별시 광진구  능동로 346,207132.0,450892.0,정좌표,1.12151010010047e+18,새주소,서울특별시 광진구 능동로 346,서울특별시 광진구 중곡동 47-33,4927.0,1121575000.0,중곡2동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
106,서울청,서울광진,중곡3,파출소,02-2285-7850,서울특별시 광진구 동일로76가길 28,서울특별시 광진구 동일로76가길 28,207012.0,451840.0,정좌표,1.12151010010684e+18,새주소,서울특별시 광진구 동일로76가길 28,서울특별시 광진구 중곡동 684,4905.0,1121576000.0,중곡3동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
107,서울청,서울광진,중곡4,파출소,02-2285-7860,서울특별시 광진구  용마산로24길 7,서울특별시 광진구  용마산로24길 7,207639.0,451455.0,정좌표,1.1215101001001801e+18,새주소,서울특별시 광진구 용마산로24길 7,서울특별시 광진구 중곡동 18-144,4940.0,1121577000.0,중곡4동,1121510100.0,중곡동,1121510100,11,215,10100,서울특별시,광진구,중곡동,10
108,서울청,서울광진,자양,파출소,02-2285-7870,서울특별시 광진구 뚝섬로36길 9,서울특별시 광진구 뚝섬로36길 9,206259.0,447958.0,정좌표,1.1215105001055306e+18,새주소,서울특별시 광진구 뚝섬로36길 9,서울특별시 광진구 자양동 553-632,5091.0,1121584000.0,자양3동,1121510500.0,자양동,1121510500,11,215,10500,서울특별시,광진구,자양동,10
109,서울청,서울광진,자양1,파출소,02-2285-7880,서울특별시 광진구  자양번영로 80,서울특별시 광진구  자양번영로 80,206728.0,448265.0,정좌표,1.12151050010799e+18,새주소,서울특별시 광진구 자양번영로 80,서울특별시 광진구 자양동 799-2,5053.0,1121582000.0,자양1동,1121510500.0,자양동,1121510500,11,215,10500,서울특별시,광진구,자양동,10
110,서울청,서울광진,자양4,파출소,02-2285-7890,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소,서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소,205556.0,448106.0,정좌표,1.12151050010055e+18,새주소,서울특별시 광진구 뚝섬로22가길 43,서울특별시 광진구 자양동 55-12,5084.0,1121584700.0,자양4동,1121510500.0,자양동,1121510500,11,215,10500,서울특별시,광진구,자양동,10
111,서울청,서울광진,구의,파출소,02-2285-7800,서울특별시 광진구 광나루로 43길 26 구의파출소,서울특별시 광진구 광나루로 43길 26 구의파출소,207960.0,449276.0,정좌표,1.12151030010668e+18,새주소,서울특별시 광진구 광나루로43길 26,서울특별시 광진구 구의동 668-2,4978.0,1121586000.0,구의2동,1121510300.0,구의동,1121510300,11,215,10300,서울특별시,광진구,구의동,10
112,서울청,서울서부,응암,지구대,02-335-9800,서울특별시 은평구  은평로 171,서울특별시 은평구  은평로 171,193435.0,455481.0,정좌표,1.1380107001008401e+18,새주소,서울특별시 은평구 은평로 171,서울특별시 은평구 응암동 84-8,3460.0,1138058000.0,응암1동,1138010700.0,응암동,1138010700,11,380,10700,서울특별시,은평구,응암동,8
113,서울청,서울서부,신사,지구대,02-335-9810,서울특별시 은평구  은평터널로5길 6호,서울특별시 은평구  은평터널로5길 6호,191571.0,454390.0,정좌표,1.13801090010184e+18,새주소,서울특별시 은평구 은평터널로5길 6,서울특별시 은평구 신사동 184-56,3446.0,1138063200.0,신사2동,1138010900.0,신사동,1138010900,11,380,10900,서울특별시,은평구,신사동,8
115,서울청,서울서부,응암3,파출소,02-335-9830,서울특별시 은평구  응암로 208 ,서울특별시 은평구  응암로 208 ,192647.0,454249.0,정좌표,1.13801070010576e+18,새주소,서울특별시 은평구 응암로 208,서울특별시 은평구 응암동 576-43,3467.0,1138059000.0,응암2동,1138010700.0,응암동,1138010700,11,380,10700,서울특별시,은평구,응암동,8
116,서울청,서울서부,역촌,파출소,02-350-1934,서울특별시 은평구  연서로 61,서울특별시 은평구  연서로 61,192430.0,455810.0,정좌표,1.13801080010062e+18,새주소,서울특별시 은평구 연서로 61,서울특별시 은평구 역촌동 62-26,3417.0,1138062500.0,역촌동,1138010800.0,역촌동,1138010800,11,380,10800,서울특별시,은평구,역촌동,8
117,서울청,서울강북,미아,지구대,02-944-4112,서울특별시 강북구 도봉로 127,서울특별시 강북구 도봉로 127,202425.0,457535.0,정좌표,1.13051010010327e+18,새주소,서울특별시 강북구 도봉로 127,서울특별시 강북구 미아동 327-1,1177.0,1130555500.0,송천동,1130510100.0,미아동,1130510100,11,305,10100,서울특별시,강북구,미아동,9
118,서울청,서울강북,솔샘,지구대,02-944-4122-7,서울특별시 강북구 오현로 4,서울특별시 강북구 오현로 4,202617.0,457109.0,정좌표,1.1305101001086002e+18,새주소,서울특별시 강북구 오현로 4,서울특별시 강북구 미아동 860-146,1215.0,1130554500.0,송중동,1130510100.0,미아동,1130510100,11,305,10100,서울특별시,강북구,미아동,9
119,서울청,서울강북,수유1,파출소,02-944-4132,서울특별시 강북구  삼양로 305,서울특별시 강북구  삼양로 305,201482.0,458701.0,정좌표,1.1305103001060504e+18,새주소,서울특별시 강북구 삼양로 305,서울특별시 강북구 수유동 605-409,1102.0,1130561500.0,수유1동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
120,서울청,서울강북,수유2,파출소,02-944-4141,서울특별시 강북구 삼각산로 115,서울특별시 강북구 삼각산로 115,201441.0,459841.0,정좌표,1.1305103001060506e+18,새주소,서울특별시 강북구 삼각산로 115,서울특별시 강북구 수유동 605-512,1041.0,1130562500.0,수유2동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
121,서울청,서울강북,수유3,파출소,02-944-4153,서울특별시 강북구  한천로150길 76,서울특별시 강북구  한천로150길 76,202279.0,460219.0,정좌표,1.13051030010166e+18,새주소,서울특별시 강북구 한천로150길 76,서울특별시 강북구 수유동 166-75,1052.0,1130563500.0,수유3동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
122,서울청,서울강북,인수,파출소,02-944-4163,서울특별시 강북구 인수봉로 227,서울특별시 강북구 인수봉로 227,201024.0,459674.0,정좌표,1.1305103001041004e+18,새주소,서울특별시 강북구 인수봉로 227,서울특별시 강북구 수유동 410-342,1022.0,1130566000.0,인수동,1130510300.0,수유동,1130510300,11,305,10300,서울특별시,강북구,수유동,9
