SVCAREAID,ADDR,WGSXPT,WGSYPT,QTY,UPDTDATE
중랑구,묵1동 175-3(고정2)_975,37.6122,127.0777,1.0,2022-12-01
중랑구,묵1동 175-3(고정1)_975,37.6122,127.0777,1.0,2022-12-01
중랑구,묵1동 178-3 (공릉로2길 28-13(묵1동226-2)사잇길)_C-MK01-0058,37.6115,127.0796,1.0,2022-12-01
중랑구,묵1동 175-3(고정4)_975,37.6122,127.0777,1.0,2022-12-01
중랑구,면목2동 193-1 (면목한신APT 후문 상가 앞)_C-MM02-0046,37.5884,127.0766,1.0,2022-12-01
중랑구,묵1동 177-5(보조1)_C-MK01-0011-1,37.6114,127.0793,1.0,2022-12-01
중랑구,묵1동 177-5 (먹골공원)_C-MK01-0011,37.6114,127.0791,1.0,2022-12-01
중랑구,묵1동 180-38 (알뜰슈퍼-교통과에서 이전)_C-MK01-0002,37.6107,127.0786,1.0,2022-12-01
중랑구,묵1동 20 (구민체육센터 건너편)_C-MK01-0032,37.6156,127.0873,1.0,2022-12-01
중랑구,묵1동 182-19(고정2)_C-MK01-0025-B,37.6065,127.0799,1.0,2022-12-01
중랑구,묵1동 180-20(보조)_C-MK01-0002-1,37.6106,127.0783,1.0,2022-12-01
중랑구,묵1동 182-19(고정1)_C-MK01-0025-A,37.6065,127.0799,1.0,2022-12-01
중랑구,묵1동 172-36 (SM해그린)_C-MK01-0010,37.6134,127.0795,1.0,2022-12-01
중랑구,묵1동 182-19 (코코하우스 앞)_C-MK01-0025,37.6065,127.0799,1.0,2022-12-01
중랑구,면목2동 186-92 (세계로교회 뒷골목)_C-MM02-0027,37.5909,127.0741,1.0,2022-12-01
중랑구,묵1동 180-38(고정2)_C-MK01-0002-B,37.6107,127.0786,1.0,2022-12-01
중랑구,묵1동 188-1(고정2)_C-MK01-0055-B,37.6055,127.0795,1.0,2022-12-01
중랑구,묵1동 186-15 (동화맨션 앞)_C-MK01-0017,37.6065,127.0806,1.0,2022-12-01
중랑구,묵1동 183-3 (골목길 한전주)_C-MK01-0034-1,37.6070,127.0804,1.0,2022-12-01
중랑구,묵1동 182-19(고정3)_C-MK01-0025-C,37.6065,127.0799,1.0,2022-12-01
중랑구,묵1동 188-1 (장미아파트앞)_C-MK01-0055,37.6055,127.0795,1.0,2022-12-01
중랑구,묵1동 186-15(고정1)_C-MK01-0017-A,37.6065,127.0806,1.0,2022-12-01
중랑구,묵1동 186-15(고정3)_C-MK01-0017-C,37.6065,127.0806,1.0,2022-12-01
중랑구,묵1동 186-15(고정2)_C-MK01-0017-B,37.6065,127.0806,1.0,2022-12-01
중랑구,묵1동 20-1 (서당어린이공원)_C-MK01-0030,37.6170,127.0881,1.0,2022-12-01
중랑구,묵1동 381(고정3)_C-MK01-0054-C,37.6122,127.0806,1.0,2022-12-01
중랑구,묵1동 25-4(고정2)_C-MK01-0018-B,37.6149,127.0847,1.0,2022-12-01
중랑구,묵1동 202-9(고정1)_C-MK01-0034-A,37.6073,127.0804,1.0,2022-12-01
중랑구,묵1동 202-9 (신원빌라 앞)_C-MK01-0034,37.6073,127.0804,1.0,2022-12-01
중랑구,묵1동 20-1(고정1)_C-MK01-0030-A,37.6170,127.0881,1.0,2022-12-01
중랑구,묵1동 20-1(고정3)_C-MK01-0030-C,37.6170,127.0881,1.0,2022-12-01
중랑구,묵1동 20-1(고정2)_C-MK01-0030-B,37.6170,127.0881,1.0,2022-12-01
중랑구,묵1동 25-4 (법장사뒤건너편봉화산입구)_C-MK01-0018,37.6149,127.0847,1.0,2022-12-01
중랑구,묵1동 23(고정1)_C-MK01-0063-A,37.6162,127.0858,1.0,2022-12-01
중랑구,묵1동 202-9(고정3)_C-MK01-0034-C,37.6073,127.0804,1.0,2022-12-01
중랑구,묵1동 202-9(고정2)_C-MK01-0034-B,37.6073,127.0804,1.0,2022-12-01
중랑구,묵1동 23-2(고정2)_C-MK01-0022-B,37.6147,127.0843,1.0,2022-12-01
중랑구,묵1동 23(고정2)_C-MK01-0063-B,37.6162,127.0858,1.0,2022-12-01
중랑구,묵1동 23-2(고정1)_C-MK01-0022-A,37.6147,127.0843,1.0,2022-12-01
중랑구,묵1동 23-2 (법장사앞 횡단보도)_C-MK01-0022,37.6147,127.0843,1.0,2022-12-01
중랑구,묵1동 294-54(고정1)_C-MK01-0037-A,37.6144,127.0794,1.0,2022-12-01
중랑구,묵1동 381 (고정1)_C-MK01-0054-A,37.6122,127.0806,1.0,2022-12-01
중랑구,묵1동 3-10(고정2)_C-MK01-0049-B,37.6186,127.0841,1.0,2022-12-01
중랑구,묵1동 294-54 (묵동2차 신안아파트)_C-MK01-0037,37.6144,127.0794,1.0,2022-12-01
중랑구,묵1동 3-10 (묵동교회주자창앞)_C-MK01-0049,37.6186,127.0841,1.0,2022-12-01
중랑구,묵1동 294-54(고정2)_C-MK01-0037-B,37.6144,127.0794,1.0,2022-12-01
중랑구,묵1동 3-10 (고정)_C-MK01-0049-A,37.6186,127.0841,1.0,2022-12-01
중랑구,묵1동 294-54(고정3)_C-MK01-0037-C,37.6144,127.0794,1.0,2022-12-01
중랑구,묵1동 381 (GS편의점앞)_C-MK01-0054,37.6122,127.0806,1.0,2022-12-01
중랑구,묵1동 301-4(고정1)_C-MK01-0009-A,37.6152,127.0795,1.0,2022-12-01
중랑구,묵1동 301-4 (도원아트힐앞)_C-MK01-0009,37.6152,127.0795,1.0,2022-12-01
중랑구,묵1동 3-10(고정3)_C-MK01-0049-C,37.6186,127.0841,1.0,2022-12-01
중랑구,면목2동 193-1(고정1)_C-MM02-0045-A,37.5870,127.0741,1.0,2022-12-01
중랑구,묵1동 304-1(고정2)_C-MK01-0024-B,37.6162,127.0799,1.0,2022-12-01
중랑구,묵1동 301-4(고정3)_C-MK01-0009-C,37.6152,127.0795,1.0,2022-12-01
중랑구,묵1동 304-1(고정1)_C-MK01-0024-A,37.6162,127.0799,1.0,2022-12-01
중랑구,묵1동 304-1 (우리농산물)_C-MK01-0024,37.6162,127.0799,1.0,2022-12-01
중랑구,묵1동 396-1(e편한세상아파트 묵동어린이공원안)_C-MK01-0066,37.6171,127.0812,1.0,2022-12-01
중랑구,묵2동 239-119 (부흥약국 앞)_C-MK02-0026,37.6098,127.0763,1.0,2022-12-01
중랑구,묵2동 233-100(수애견집앞)_C-MK02-0050,37.6164,127.0755,1.0,2022-12-01
중랑구,묵1동 66-3(고정1)_C-MK01-0012-A,37.6158,127.0816,1.0,2022-12-01
중랑구,묵1동 383(고정2)_C-MK01-0026-B,37.6160,127.0838,1.0,2022-12-01
중랑구,묵1동 387(고정2)_C-MK01-0007-B,37.6183,127.0833,1.0,2022-12-01
중랑구,묵1동 387(고정1)_C-MK01-0007-A,37.6183,127.0833,1.0,2022-12-01
중랑구,묵1동 387 (브라운스톤102동앞)_C-MK01-0007,37.6183,127.0833,1.0,2022-12-01
중랑구,묵1동 66-3 (정호빌라앞)_C-MK01-0012,37.6158,127.0816,1.0,2022-12-01
중랑구,묵1동 49-49 (원묵중앞 분수공원)_C-MK01-0048,37.6180,127.0834,1.0,2022-12-01
중랑구,묵1동 49-49 (고정)_C-MK01-0048-A,37.6180,127.0834,1.0,2022-12-01
중랑구,묵1동 396-1(고정1)_C-MK01-0066-A,37.6171,127.0812,1.0,2022-12-01
중랑구,묵1동 60-14(보조1)_C-MK01-0013-4,37.6156,127.0809,1.0,2022-12-01
중랑구,묵1동 49-49(고정2)_C-MK01-0048-B,37.6180,127.0834,1.0,2022-12-01
중랑구,묵1동 5-1(고정2)_C-MK01-0039-B,37.6198,127.0845,1.0,2022-12-01
중랑구,묵1동 5-1 (화랑대역 6.7번출구 앞)_C-MK01-0039,37.6198,127.0845,1.0,2022-12-01
중랑구,묵1동 68-10(고정2)_933,37.6165,127.0825,1.0,2022-12-01
중랑구,묵2동 233-100(고정3)_C-MK02-0050-C,37.6164,127.0755,1.0,2022-12-01
중랑구,묵1동 9-9(고정2)_C-MK01-0021-B,37.6185,127.0863,1.0,2022-12-01
중랑구,묵1동 66-3(고정2)_C-MK01-0012-B,37.6158,127.0816,1.0,2022-12-01
중랑구,묵1동 9-9(고정1)_C-MK01-0021-A,37.6185,127.0863,1.0,2022-12-01
중랑구,묵1동 77-19(고정1)_C-MK01-0020-A,37.6168,127.0812,1.0,2022-12-01
중랑구,묵1동 9-9 (원묵초교 건너편 골목삼거리)_C-MK01-0021,37.6185,127.0863,1.0,2022-12-01
중랑구,묵1동 77-19(고정2)_C-MK01-0020-B,37.6168,127.0812,1.0,2022-12-01
중랑구,묵2동 233-100(고정1)_C-MK02-0050-A,37.6164,127.0755,1.0,2022-12-01
중랑구,묵1동 산 46-1 (봉화산 공원#2 고정2)_C-MK01-0061-A,37.6095,127.0812,1.0,2022-12-01
중랑구,묵1동 산 46-1 (봉화산 공원#1 고정2)_C-MK01-0060-B,37.6089,127.0816,1.0,2022-12-01
중랑구,묵1동 산 46-1 (봉화산 공원#1 고정1)_C-MK01-0060-A,37.6089,127.0816,1.0,2022-12-01
중랑구,묵1동 산46-1 (주택가 골목삼거리)_C-MK01-0027,37.6092,127.0812,1.0,2022-12-01
중랑구,묵1동 산 46-1 (봉화산 공원#3 고정1)_C-MK01-0062-A,37.6093,127.0816,1.0,2022-12-01
중랑구,묵1동 산 46-1 (봉화산 공원#3)_C-MK01-0062,37.6093,127.0816,1.0,2022-12-01
중랑구,묵1동 산 46-1 (봉화산 공원#3 고정2)_C-MK01-0062-B,37.6093,127.0816,1.0,2022-12-01
중랑구,묵2동 233-106(고정1)_C-MK02-0048-A,37.6149,127.0753,1.0,2022-12-01
중랑구,묵2동 238-41(고정1)_C-MK02-0001-A,37.6133,127.0759,1.0,2022-12-01
중랑구,묵2동 235-85(고정1)_C-MK02-0017-A,37.6135,127.0728,1.0,2022-12-01
중랑구,묵2동 234-16(태릉 호프앞)_C-MK02-0053,37.6142,127.0754,1.0,2022-12-01
중랑구,묵2동 234-16(보조1)_C-MK02-0053-1,37.6141,127.0755,1.0,2022-12-01
중랑구,묵2동 233-12(보조)_C-MK02-0048-3,37.6152,127.0755,1.0,2022-12-01
중랑구,묵2동 234-16(고정2)_C-MK02-0053-B,37.6142,127.0754,1.0,2022-12-01
중랑구,묵2동 233-82 (장미축제 입구)_C-MK02-0035,37.6164,127.0750,1.0,2022-12-01
중랑구,묵2동 235-85 (월드메르디앙@ 101동 맞은편)_C-MK02-0017,37.6135,127.0728,1.0,2022-12-01
중랑구,묵2동 235-19(고정2)_C-MK02-0049-B,37.6137,127.0754,1.0,2022-12-01
중랑구,묵2동 235-19(고정1)_C-MK02-0049-A,37.6137,127.0754,1.0,2022-12-01
중랑구,묵2동 234-41 (명사약국 건너편)_G-JN00-0008,37.6148,127.0755,1.0,2022-12-01
중랑구,묵2동 235-62(고정1)_C-MK02-0016-A,37.6142,127.0737,1.0,2022-12-01
중랑구,묵2동 235-19(고정3)_C-MK02-0049-C,37.6137,127.0754,1.0,2022-12-01
중랑구,묵2동 235-62 (한국아파트 후문)_C-MK02-0016,37.6142,127.0737,1.0,2022-12-01
중랑구,묵2동 235-19(브라운캐슬빌라앞)_C-MK02-0049,37.6137,127.0754,1.0,2022-12-01
중랑구,묵2동 235-93 (묵동제일교회옆)_C-MK02-0006,37.6150,127.0745,1.0,2022-12-01
중랑구,묵2동 238-41 (두리마트 앞 골목)_C-MK02-0001,37.6133,127.0759,1.0,2022-12-01
중랑구,묵2동 237-148(고정1)_C-MK02-0010-A,37.6126,127.0743,1.0,2022-12-01
중랑구,묵2동 235-85(고정3)_C-MK02-0017-C,37.6135,127.0728,1.0,2022-12-01
중랑구,묵2동 237-148 (지선연립 옆)_C-MK02-0010,37.6126,127.0743,1.0,2022-12-01
중랑구,묵2동 236-40 (삼거리)_C-MK02-0029,37.6125,127.0734,1.0,2022-12-01
중랑구,묵2동 236-40(고정2)_C-MK02-0029-B,37.6125,127.0734,1.0,2022-12-01
중랑구,묵2동 236-40(고정1)_C-MK02-0029-A,37.6125,127.0734,1.0,2022-12-01
중랑구,묵2동 238-122 (고정2)_C-MK02-0040-B,37.6120,127.0759,1.0,2022-12-01
중랑구,묵2동 237-25 (주택가 골목삼거리)_C-MK02-0018,37.6130,127.0745,1.0,2022-12-01
중랑구,묵2동 237-148(고정3)_C-MK02-0010-C,37.6126,127.0743,1.0,2022-12-01
중랑구,묵2동 237-148(고정2)_C-MK02-0010-B,37.6126,127.0743,1.0,2022-12-01
중랑구,묵2동 237-3 (열방교회앞)_C-MK02-0039,37.6129,127.0755,1.0,2022-12-01
중랑구,묵2동 237-25(고정1)_C-MK02-0018-A,37.6130,127.0745,1.0,2022-12-01
중랑구,묵2동 237-3 (고정)_C-MK02-0039-A,37.6129,127.0755,1.0,2022-12-01
중랑구,면목2동 190-43(고정2)_C-MM02-0062-B,37.5875,127.0737,1.0,2022-12-01
중랑구,묵2동 237-25(고정2)_C-MK02-0018-B,37.6130,127.0745,1.0,2022-12-01
중랑구,묵2동 242-53(고정2)_C-MK02-0041-B,37.6084,127.0732,1.0,2022-12-01
중랑구,중화2동 297-29(고정3)_C-JH02-0034-C,37.5958,127.0775,1.0,2022-12-01
중랑구,묵2동 240-100(고정1)_C-MK02-0002-A,37.6110,127.0751,1.0,2022-12-01
중랑구,묵2동 239-127(고정1)_C-MK02-0020-A,37.6106,127.0765,1.0,2022-12-01
중랑구,묵2동 239-127 (묵동 천주교성당 앞)_C-MK02-0020,37.6106,127.0765,1.0,2022-12-01
중랑구,상봉1동 190-67(고정3)_C-SB01-0012-C,37.5984,127.0878,1.0,2022-12-01
중랑구,묵2동 245-34(고정1)_C-MK02-0013-A,37.6075,127.0773,1.0,2022-12-01
중랑구,묵2동 239-119(고정3)_C-MK02-0026-C,37.6098,127.0763,1.0,2022-12-01
중랑구,묵2동 239-150(고정2)_C-MK02-0051-B,37.6119,127.0767,1.0,2022-12-01
중랑구,묵2동 240-100 (소망공원 내)_C-MK02-0015,37.6111,127.0750,1.0,2022-12-01
중랑구,묵2동 239-150(고정1)_C-MK02-0051-A,37.6119,127.0767,1.0,2022-12-01
중랑구,묵2동 239-127(고정2)_C-MK02-0020-B,37.6106,127.0765,1.0,2022-12-01
중랑구,묵2동 239-76(고정3)_C-MK02-0052-C,37.6108,127.0776,1.0,2022-12-01
중랑구,묵2동 239-150(태마노래주점앞)_C-MK02-0051,37.6119,127.0767,1.0,2022-12-01
중랑구,묵2동 239-76(고정2)_C-MK02-0052-B,37.6108,127.0776,1.0,2022-12-01
중랑구,묵2동 239-76(고정1)_C-MK02-0052-A,37.6108,127.0776,1.0,2022-12-01
중랑구,묵2동 240-100(고정2)_C-MK02-0002-B,37.6110,127.0751,1.0,2022-12-01
중랑구,묵2동 242-53 (묵현초남측골목)_C-MK02-0041,37.6084,127.0732,1.0,2022-12-01
중랑구,묵2동 240-162(고정1)_C-MK02-0007-A,37.6116,127.0741,1.0,2022-12-01
중랑구,묵2동 240-100(고정1)_C-MK02-0015-A,37.6111,127.0750,1.0,2022-12-01
중랑구,묵2동 240-162 (현대아이파크)_C-MK02-0007,37.6116,127.0741,1.0,2022-12-01
중랑구,묵2동 240-100(고정2)_C-MK02-0015-B,37.6111,127.0750,1.0,2022-12-01
중랑구,묵2동 240-100(고정3)_C-MK02-0015-C,37.6111,127.0750,1.0,2022-12-01
중랑구,묵2동 240-100(고정3)_C-MK02-0002-C,37.6110,127.0751,1.0,2022-12-01
중랑구,묵2동 242-53 (고정)_C-MK02-0041-A,37.6084,127.0732,1.0,2022-12-01
중랑구,묵2동 240-173(보조)_C-MK02-0015-1,37.6112,127.0750,1.0,2022-12-01
중랑구,묵2동 240-162(고정3)_C-MK02-0007-C,37.6116,127.0741,1.0,2022-12-01
중랑구,묵2동 240-162(고정2)_C-MK02-0007-B,37.6116,127.0741,1.0,2022-12-01
중랑구,묵2동 242-43 (중랑천 묵동 계단옆)_C-MK02-0034,37.6077,127.0729,1.0,2022-12-01
중랑구,묵2동 240-58 (주택가 골목길)_C-MK02-0036,37.6103,127.0754,1.0,2022-12-01
중랑구,묵2동 242-43 (고정1)_C-MK02-0034-A,37.6077,127.0729,1.0,2022-12-01
중랑구,묵2동 240-58(고정1)_C-MK02-0036-A,37.6103,127.0754,1.0,2022-12-01
중랑구,묵2동 242-53(고정3)_C-MK02-0041-C,37.6084,127.0732,1.0,2022-12-01
중랑구,묵2동 245-34 (우성아파트 뒷편)_C-MK02-0013,37.6075,127.0773,1.0,2022-12-01
중랑구,묵2동 243-63(고정1)_C-MK02-0011-A,37.6089,127.0755,1.0,2022-12-01
중랑구,묵2동 243-134 (서울탁주 앞)_C-MK02-0012,37.6095,127.0746,1.0,2022-12-01
중랑구,묵2동 243-13(고정2)_951,37.6095,127.0736,1.0,2022-12-01
중랑구,묵2동 243-123 (고정)_C-MK02-0046-A,37.6088,127.0747,1.0,2022-12-01
중랑구,묵2동 243-13(고정1)_951,37.6095,127.0736,1.0,2022-12-01
중랑구,묵2동 243-123 (우영아트빌라 나동앞 인도)_C-MK02-0046,37.6088,127.0747,1.0,2022-12-01
중랑구,묵2동 243-63 (일반주택가 중간)_C-MK02-0011,37.6089,127.0755,1.0,2022-12-01
중랑구,묵2동 243-134(고정3)_C-MK02-0012-C,37.6095,127.0746,1.0,2022-12-01
중랑구,묵2동 243-134(고정2)_C-MK02-0012-B,37.6095,127.0746,1.0,2022-12-01
중랑구,묵2동 243-134(고정1)_C-MK02-0012-A,37.6095,127.0746,1.0,2022-12-01
중랑구,묵2동 243-15(고정3)_C-MK02-0037-C,37.6090,127.0762,1.0,2022-12-01
중랑구,묵2동 243-15 (고정1)_C-MK02-0037-A,37.6090,127.0762,1.0,2022-12-01
중랑구,묵2동 243-15(고정2)_C-MK02-0037-B,37.6090,127.0762,1.0,2022-12-01
중랑구,묵2동 243-15 (벧엘교회앞삼거리)_C-MK02-0037,37.6090,127.0762,1.0,2022-12-01
중랑구,묵2동 243-88 (고정1)_C-MK02-0045-A,37.6080,127.0757,1.0,2022-12-01
중랑구,묵2동 244-92(고정3)_C-MK02-0025-C,37.6081,127.0766,1.0,2022-12-01
중랑구,묵2동 244-158 (고정1)_C-MK02-0042-A,37.6082,127.0777,1.0,2022-12-01
중랑구,묵2동 243-63(고정2)_C-MK02-0011-B,37.6089,127.0755,1.0,2022-12-01
중랑구,묵2동 244-143 (상가골목)_M-JN00-0008,37.6098,127.0776,1.0,2022-12-01
중랑구,묵2동 243-88 (신묵초등학교 후문 삼거리인도)_C-MK02-0045,37.6080,127.0757,1.0,2022-12-01
중랑구,묵2동 244-117 (골목길 통신주)_C-MK02-0026-1,37.6098,127.0765,1.0,2022-12-01
중랑구,묵2동 240-100 (소망공원 밖)_C-MK02-0002,37.6110,127.0751,1.0,2022-12-01
중랑구,묵2동 244-92(고정2)_C-MK02-0025-B,37.6081,127.0766,1.0,2022-12-01
중랑구,묵2동 244-81 (골목삼거리)_C-MK02-0021,37.6089,127.0772,1.0,2022-12-01
중랑구,묵2동 244-158(고정2)_C-MK02-0042-B,37.6082,127.0777,1.0,2022-12-01
중랑구,묵2동 244-158 (용마이용원앞)_C-MK02-0042,37.6082,127.0777,1.0,2022-12-01
중랑구,묵2동 244-92(고정1)_C-MK02-0025-A,37.6081,127.0766,1.0,2022-12-01
중랑구,묵2동 244-81(고정1)_C-MK02-0021-A,37.6089,127.0772,1.0,2022-12-01
중랑구,묵2동 244-92 (우연부동산 앞)_C-MK02-0025,37.6081,127.0766,1.0,2022-12-01
중랑구,묵2동 244-81(고정2)_C-MK02-0021-B,37.6089,127.0772,1.0,2022-12-01
중랑구,묵2동 245-8 (고정)_C-MK02-0044-A,37.6068,127.0783,1.0,2022-12-01
중랑구,상봉1동 190-67(고정2)_C-SB01-0012-B,37.5984,127.0878,1.0,2022-12-01
중랑구,묵2동 250-13(고정1)_C-MK02-0028-A,37.6060,127.0770,1.0,2022-12-01
중랑구,묵2동 247-107 (주택가 골목삼거리)_C-MK02-0019,37.6076,127.0737,1.0,2022-12-01
중랑구,묵2동 245-34(고정2)_C-MK02-0013-B,37.6075,127.0773,1.0,2022-12-01
중랑구,묵2동 245-8 (GS25묵동공릉점앞 인도모서리)_C-MK02-0044,37.6068,127.0783,1.0,2022-12-01
중랑구,묵2동 245-78(보조)_C-MK02-0025-1,37.6080,127.0770,1.0,2022-12-01
중랑구,묵2동 245-40 (보조)_C-MK02-0013-1,37.6074,127.0772,1.0,2022-12-01
중랑구,묵2동 247-1(고정3)_C-MK02-0008-C,37.6078,127.0749,1.0,2022-12-01
중랑구,묵2동 246-39(고정2)_976,37.6066,127.0767,1.0,2022-12-01
중랑구,묵2동 246-39(고정1)_976,37.6066,127.0767,1.0,2022-12-01
중랑구,묵2동 246-39(CU 편의점앞사거리)_C-MK02-0047,37.6066,127.0767,1.0,2022-12-01
중랑구,묵2동 247-1(고정2)_C-MK02-0008-B,37.6078,127.0749,1.0,2022-12-01
중랑구,묵2동 246-39(고정3)_976,37.6066,127.0767,1.0,2022-12-01
중랑구,묵2동 247-1(고정1)_C-MK02-0008-A,37.6078,127.0749,1.0,2022-12-01
중랑구,묵2동 247-1 (신묵초 북서측곡각)_C-MK02-0008,37.6078,127.0749,1.0,2022-12-01
중랑구,묵2동 247-148 (고정)_C-MK02-0009-A,37.6065,127.0752,1.0,2022-12-01
중랑구,묵2동 250-13 (서울청 광역수사대 앞)_C-MK02-0028,37.6060,127.0770,1.0,2022-12-01
중랑구,묵2동 248-34(고정3)_C-MK02-0003-C,37.6057,127.0745,1.0,2022-12-01
중랑구,묵2동 247-107(고정3)_C-MK02-0019-C,37.6076,127.0737,1.0,2022-12-01
중랑구,묵2동 248-34(고정1)_C-MK02-0003-A,37.6057,127.0745,1.0,2022-12-01
중랑구,묵2동 247-148(고정2)_C-MK02-0009-B,37.6065,127.0752,1.0,2022-12-01
중랑구,묵2동 247-148(고정4)_C-MK02-0009-D,37.6065,127.0752,1.0,2022-12-01
중랑구,묵2동 249-58(보조)_C-MK02-0009-1,37.6064,127.0755,1.0,2022-12-01
중랑구,묵2동 249-103 (골목길 보조)_C-JH02-0043-2,37.6052,127.0761,1.0,2022-12-01
중랑구,묵2동 248-65(고정2)_C-MK02-0030-B,37.6049,127.0743,1.0,2022-12-01
중랑구,묵2동 248-65 (고정1)_C-MK02-0030-A,37.6049,127.0743,1.0,2022-12-01
중랑구,묵2동 249-24(고정3)_C-MK02-0022-C,37.6050,127.0754,1.0,2022-12-01
중랑구,묵2동 249-24 (제일시장 골목사거리)_C-MK02-0022,37.6050,127.0754,1.0,2022-12-01
중랑구,묵2동 249-24(고정2)_C-MK02-0022-B,37.6050,127.0754,1.0,2022-12-01
중랑구,묵2동 249-24(고정1)_C-MK02-0022-A,37.6050,127.0754,1.0,2022-12-01
중랑구,묵2동 250-13(고정2)_C-MK02-0028-B,37.6060,127.0770,1.0,2022-12-01
중랑구,상봉1동 190-67(고정1)_C-SB01-0012-A,37.5984,127.0878,1.0,2022-12-01
중랑구,묵2동 378(고정2)_C-MK02-0023-B,37.6154,127.0734,1.0,2022-12-01
중랑구,묵2동 250-25 (고정)_C-MK02-0031-A,37.6058,127.0777,1.0,2022-12-01
중랑구,묵2동 250-25 (구립사랑어린이집앞)_C-MK02-0031,37.6058,127.0777,1.0,2022-12-01
중랑구,묵2동 250-26 (중랑경찰서교통센터뒤골목길)_C-MK02-0032,37.6062,127.0780,1.0,2022-12-01
중랑구,묵2동 250-26 (고정)_C-MK02-0032-A,37.6062,127.0780,1.0,2022-12-01
중랑구,묵2동 266-22(고정2)_C-MK02-0035-B,37.6163,127.0743,1.0,2022-12-01
중랑구,묵2동 361-2(제2연륙교),37.6088,127.0727,1.0,2022-12-01
중랑구,묵2동 266-22( 고정3)_C-MK02-0035-C,37.6163,127.0743,1.0,2022-12-01
중랑구,묵2동 264-22 (초입 아래 가로등)_C-MK02-0035-1,37.6163,127.0743,1.0,2022-12-01
중랑구,묵2동 378 (한국A건너편제방 화장실앞)_C-MK02-0023,37.6154,127.0734,1.0,2022-12-01
중랑구,묵2동 375(수림대공원 계단_차단기),37.6153,127.0729,1.0,2022-12-01
중랑구,묵2동 378  (행사장 보조)_C-MK02-0023-1,37.6148,127.0730,1.0,2022-12-01
중랑구,묵2동 375(중랑천.묵동천 합류뷰_차단기),37.6156,127.0731,1.0,2022-12-01
중랑구,묵2동 385(고정1)_C-MK02-0024-A,37.6106,127.0729,1.0,2022-12-01
중랑구,상봉1동 190-67 (지하보도 보조2)_C-SB01-0012-2,37.5984,127.0879,1.0,2022-12-01
중랑구,상봉1동 160-2(고정1)_977,37.5989,127.0928,1.0,2022-12-01
중랑구,묵2동 385 (현대A 104동 건너편 제방)_C-MK02-0024,37.6106,127.0729,1.0,2022-12-01
중랑구,묵동천 분수대,37.6159,127.0736,1.0,2022-12-01
중랑구,묵2동 388 (동구햇살@앞-로뎀교회맞은편)_C-MK02-0014,37.6136,127.0744,1.0,2022-12-01
중랑구,묵2동247-148 (신묵초 남서쪽곡각)_C-MK02-0009,37.6065,127.0752,1.0,2022-12-01
중랑구,묵2동 378(고정1)_C-MK02-0023-A,37.6154,127.0734,1.0,2022-12-01
중랑구,상봉1동 190-67 (지하보도 보조1)_C-SB01-0012-1,37.5984,127.0879,1.0,2022-12-01
중랑구,상봉1동 190-109 (민호자동차 공업사 앞)_C-SB01-0043,37.5978,127.0868,1.0,2022-12-01
중랑구,상봉1동 160-2(고정3)_977,37.5989,127.0928,1.0,2022-12-01
중랑구,상봉1동 160-2(고정2)_977,37.5989,127.0928,1.0,2022-12-01
중랑구,상봉1동 190-145 (주택가 골목길)_C-SB01-0039,37.5982,127.0862,1.0,2022-12-01
중랑구,상봉1동 190-109 (고정)_C-SB01-0043-A,37.5978,127.0868,1.0,2022-12-01
중랑구,상봉1동 190-145 (고정)_C-SB01-0039-A,37.5982,127.0862,1.0,2022-12-01
중랑구,상봉1동 190-109(고정2)_C-SB01-0043-B,37.5978,127.0868,1.0,2022-12-01
중랑구,상봉1동 237-1(고정3)_C-SB01-0014-C,37.6020,127.0890,1.0,2022-12-01
중랑구,상봉1동 50-41 (골목길 한전주)_C-SB01-0007-1,37.5993,127.0947,1.0,2022-12-01
